order_id,date,customer_id,product_category,product_price,quantity,payment_method,region,total_amount,month
2904,2024-06-12,1417,Clothing,13.55,2,PayPal,South,27.1,2024-06
2905,2024-07-24,3603,Sports,494.15,1,PayPal,South,494.15,2024-07
2906,2023-07-02,4854,Sports,332.83,1,Cash,West,332.83,2023-07
2907,2023-02-10,2101,Clothing,189.05,1,PayPal,North,189.05,2023-02
2908,2024-07-04,1325,Books,240.51,3,Debit Card,West,721.53,2024-07
2909,2024-02-01,4761,Books,140.61,3,Credit Card,West,421.83,2024-02
2910,2024-05-08,4428,Books,178.99,2,Debit Card,North,357.98,2024-05
2911,2024-10-20,2439,Home & Garden,328.03,3,PayPal,North,984.09,2024-10
2912,2023-11-29,2986,Books,442.58,4,Debit Card,East,1770.32,2023-11
2913,2023-05-07,3562,Clothing,100.22,1,Credit Card,South,100.22,2023-05
2914,2024-07-11,3261,Home & Garden,421.78,2,PayPal,North,843.56,2024-07
2915,2024-07-10,4925,Books,69.56,4,Debit Card,West,278.24,2024-07
2916,2023-01-01,1073,Home & Garden,115.35,4,Debit Card,South,461.4,2023-01
2917,2023-06-17,4634,Clothing,28.22,3,Credit Card,South,84.66,2023-06
2918,2024-09-11,2602,Books,79.0,3,PayPal,West,237.0,2024-09
2919,2023-01-19,1508,Electronics,459.48,1,Cash,North,459.48,2023-01
2920,2023-11-28,3379,Clothing,235.12,2,PayPal,South,470.24,2023-11
2921,2024-08-06,4164,Sports,48.06,4,Credit Card,South,192.24,2024-08
2922,2024-03-31,1687,Sports,480.27,3,Credit Card,South,1440.81,2024-03
2923,2023-04-19,1656,Clothing,440.71,3,Credit Card,South,1322.13,2023-04
2924,2023-09-25,2542,Sports,379.79,2,Credit Card,South,759.58,2023-09
2925,2024-03-20,2292,Clothing,467.4,2,Cash,West,934.8,2024-03
2926,2023-08-28,2399,Electronics,117.86,3,PayPal,North,353.58,2023-08
2927,2023-10-28,4905,Clothing,419.82,3,PayPal,North,1259.46,2023-10
2928,2024-08-24,4075,Books,348.1,1,Debit Card,South,348.1,2024-08
2929,2023-04-13,4209,Books,436.18,2,Cash,South,872.36,2023-04
2930,2023-09-07,4302,Home & Garden,400.49,4,Cash,South,1601.96,2023-09
2931,2024-03-28,3647,Sports,179.78,3,Debit Card,West,539.34,2024-03
2932,2024-06-03,2552,Sports,389.46,3,Debit Card,West,1168.38,2024-06
2933,2023-06-02,2075,Clothing,138.6,3,PayPal,East,415.8,2023-06
2934,2023-06-23,4717,Sports,171.01,3,PayPal,South,513.03,2023-06
2935,2023-12-09,4794,Books,62.87,1,PayPal,East,62.87,2023-12
2936,2024-03-06,1324,Electronics,468.19,2,Cash,East,936.38,2024-03
2937,2024-10-19,1991,Clothing,152.59,3,Cash,East,457.77,2024-10
2938,2023-11-20,2993,Sports,265.11,2,Debit Card,North,530.22,2023-11
2939,2024-09-30,4976,Books,201.75,4,Credit Card,East,807.0,2024-09
2940,2024-02-24,4802,Home & Garden,480.36,4,Credit Card,South,1921.44,2024-02
2941,2024-08-16,1716,Sports,174.17,4,Credit Card,West,696.68,2024-08
2942,2024-04-29,3770,Electronics,391.49,4,Credit Card,South,1565.96,2024-04
2943,2024-10-20,1276,Electronics,429.15,2,Credit Card,West,858.3,2024-10
2944,2024-02-16,3583,Sports,223.45,4,PayPal,North,893.8,2024-02
2945,2023-03-25,4557,Sports,195.3,4,Debit Card,North,781.2,2023-03
2946,2023-04-23,4587,Books,376.4,3,Credit Card,South,1129.2,2023-04
2947,2023-11-28,1151,Sports,457.32,3,Credit Card,North,1371.96,2023-11
2948,2024-01-13,1954,Home & Garden,379.92,3,Credit Card,West,1139.76,2024-01
2949,2024-10-16,2506,Books,121.29,1,PayPal,North,121.29,2024-10
2950,2023-02-10,1258,Clothing,445.27,3,Credit Card,East,1335.81,2023-02
2951,2023-04-15,3371,Home & Garden,199.92,4,Debit Card,East,799.68,2023-04
2952,2023-07-21,4064,Books,292.35,2,PayPal,North,584.7,2023-07
2953,2024-03-25,1868,Books,417.4,4,PayPal,South,1669.6,2024-03
2954,2023-09-23,2191,Electronics,102.31,2,Cash,East,204.62,2023-09
2955,2023-07-29,1687,Books,394.41,4,Cash,West,1577.64,2023-07
2956,2024-07-16,1309,Home & Garden,302.12,1,PayPal,South,302.12,2024-07
2957,2023-04-28,3850,Sports,447.74,3,Credit Card,North,1343.22,2023-04
2958,2024-01-12,2502,Home & Garden,94.27,4,Credit Card,South,377.08,2024-01
2959,2024-07-04,4127,Clothing,216.13,3,Credit Card,South,648.39,2024-07
2960,2024-06-23,3667,Books,418.09,1,Credit Card,South,418.09,2024-06
2961,2023-03-25,1472,Books,19.42,1,Cash,South,19.42,2023-03
2962,2024-03-29,4367,Books,64.98,3,Debit Card,North,194.94,2024-03
2963,2024-09-20,3508,Books,495.38,3,PayPal,North,1486.14,2024-09
2964,2024-05-28,4395,Electronics,147.39,2,Credit Card,East,294.78,2024-05
2965,2024-08-27,1813,Electronics,488.02,3,Cash,East,1464.06,2024-08
2966,2024-01-22,1845,Sports,99.44,3,Debit Card,West,298.32,2024-01
2967,2023-12-16,2164,Books,186.94,2,PayPal,West,373.88,2023-12
2968,2023-10-23,1666,Clothing,378.91,4,PayPal,East,1515.64,2023-10
2969,2023-09-15,3309,Sports,332.31,2,PayPal,East,664.62,2023-09
2970,2023-03-22,2808,Books,294.75,4,Credit Card,South,1179.0,2023-03
2971,2023-09-25,2443,Electronics,269.65,4,PayPal,East,1078.6,2023-09
2972,2024-02-23,2767,Clothing,423.29,4,Credit Card,West,1693.16,2024-02
2973,2023-08-23,2264,Sports,125.12,2,Debit Card,East,250.24,2023-08
2974,2023-11-07,1354,Clothing,226.81,2,Cash,South,453.62,2023-11
2975,2023-12-23,2872,Books,86.17,1,Cash,West,86.17,2023-12
2976,2023-08-01,3024,Home & Garden,302.01,4,Cash,North,1208.04,2023-08
2977,2024-07-27,3817,Clothing,132.77,2,PayPal,East,265.54,2024-07
2978,2023-02-18,4832,Clothing,173.58,1,Cash,North,173.58,2023-02
2979,2023-05-07,4660,Electronics,240.91,4,Debit Card,West,963.64,2023-05
2980,2023-08-11,1179,Books,23.12,2,Credit Card,East,46.24,2023-08
2981,2023-10-06,1065,Clothing,55.05,2,Cash,North,110.1,2023-10
2982,2024-02-12,1819,Books,346.11,2,Credit Card,East,692.22,2024-02
2983,2024-05-19,2371,Electronics,220.2,3,Credit Card,North,660.6,2024-05
2984,2023-10-21,1170,Books,433.75,1,Cash,North,433.75,2023-10
2985,2023-10-04,3521,Electronics,350.39,2,Cash,West,700.78,2023-10
2986,2024-03-13,3581,Electronics,13.97,3,Cash,East,41.91,2024-03
2987,2023-04-17,2390,Sports,312.19,1,PayPal,North,312.19,2023-04
2988,2024-10-19,2130,Books,55.93,1,Cash,East,55.93,2024-10
2989,2024-02-24,3486,Home & Garden,392.66,3,PayPal,East,1177.98,2024-02
2990,2024-09-02,1834,Sports,495.84,1,Debit Card,South,495.84,2024-09
2991,2024-03-04,1226,Electronics,270.29,3,Credit Card,West,810.87,2024-03
2992,2024-01-10,4515,Home & Garden,344.56,4,Debit Card,East,1378.24,2024-01
2993,2023-03-14,1441,Clothing,126.28,2,Cash,East,252.56,2023-03
2994,2024-09-25,3443,Clothing,224.42,3,Credit Card,East,673.26,2024-09
2995,2023-01-30,1727,Sports,429.49,1,Cash,West,429.49,2023-01
2996,2023-07-07,2604,Home & Garden,92.04,1,Cash,West,92.04,2023-07
2997,2023-12-30,3131,Books,140.11,4,Credit Card,East,560.44,2023-12
2998,2024-03-26,4686,Home & Garden,228.26,4,Debit Card,West,913.04,2024-03
2999,2023-07-14,4622,Sports,359.0,4,Cash,South,1436.0,2023-07
3000,2023-06-05,2036,Books,194.18,4,Credit Card,West,776.72,2023-06
3001,2023-06-21,2832,Books,464.59,4,Debit Card,South,1858.36,2023-06
3002,2023-02-10,2848,Clothing,56.28,2,PayPal,South,112.56,2023-02
3003,2023-03-04,3740,Home & Garden,191.69,3,Debit Card,South,575.07,2023-03
3004,2023-01-23,1492,Books,357.39,4,Debit Card,North,1429.56,2023-01
3005,2023-12-26,4339,Sports,120.73,4,Credit Card,West,482.92,2023-12
3006,2023-03-16,2548,Clothing,331.64,2,Debit Card,East,663.28,2023-03
3007,2024-07-13,2143,Books,90.47,3,PayPal,South,271.41,2024-07
3008,2023-04-28,1969,Home & Garden,37.43,4,PayPal,East,149.72,2023-04
3009,2024-09-03,3400,Clothing,69.3,3,Cash,South,207.9,2024-09
3010,2024-01-15,4128,Home & Garden,465.69,3,PayPal,East,1397.07,2024-01
3011,2023-10-17,3087,Home & Garden,280.36,2,Cash,North,560.72,2023-10
3012,2024-03-15,4957,Home & Garden,400.21,2,PayPal,South,800.42,2024-03
3013,2023-01-07,4407,Clothing,173.0,4,Debit Card,North,692.0,2023-01
3014,2023-07-15,1639,Books,300.4,1,Cash,North,300.4,2023-07
3015,2024-02-25,1172,Electronics,252.53,2,PayPal,West,505.06,2024-02
3016,2024-07-21,2570,Books,473.41,3,Debit Card,East,1420.23,2024-07
3017,2023-07-12,1258,Clothing,376.31,3,Debit Card,South,1128.93,2023-07
3018,2024-07-12,4959,Electronics,367.97,4,Cash,North,1471.88,2024-07
3019,2023-05-28,1516,Electronics,32.71,4,Credit Card,East,130.84,2023-05
3020,2023-07-21,3777,Electronics,279.34,4,Debit Card,West,1117.36,2023-07
3021,2024-03-19,1522,Sports,238.83,3,Debit Card,East,716.49,2024-03
3022,2024-02-23,2917,Clothing,464.64,2,Credit Card,East,929.28,2024-02
3023,2024-03-02,3886,Sports,136.1,1,Cash,West,136.1,2024-03
3024,2024-04-23,3164,Electronics,142.22,2,PayPal,West,284.44,2024-04
3025,2024-04-19,3231,Sports,211.56,1,PayPal,West,211.56,2024-04
3026,2023-05-06,2929,Sports,129.25,2,Debit Card,North,258.5,2023-05
3027,2024-01-30,4945,Clothing,73.3,4,Credit Card,East,293.2,2024-01
3028,2024-07-29,2139,Home & Garden,430.13,3,Debit Card,West,1290.39,2024-07
3029,2023-11-21,3209,Sports,283.56,1,Cash,East,283.56,2023-11
3030,2024-01-27,4650,Sports,432.07,2,Debit Card,East,864.14,2024-01
3031,2024-09-19,4783,Electronics,417.26,3,PayPal,North,1251.78,2024-09
3032,2024-03-15,3590,Electronics,148.2,1,Credit Card,East,148.2,2024-03
3033,2023-07-23,4658,Electronics,278.39,1,Cash,North,278.39,2023-07
3034,2024-04-30,4308,Books,50.78,3,Debit Card,West,152.34,2024-04
3035,2023-01-31,1838,Sports,458.47,4,PayPal,West,1833.88,2023-01
3036,2024-01-23,2089,Electronics,208.09,3,Debit Card,East,624.27,2024-01
3037,2024-09-16,2093,Clothing,202.9,4,PayPal,North,811.6,2024-09
3038,2024-03-09,4880,Books,158.35,2,Credit Card,North,316.7,2024-03
3039,2024-01-11,3494,Home & Garden,235.73,2,Cash,South,471.46,2024-01
3040,2023-12-10,3463,Sports,133.36,3,Debit Card,South,400.08,2023-12
3041,2024-03-18,3579,Sports,193.68,4,Cash,West,774.72,2024-03
3042,2024-08-01,3488,Clothing,401.97,2,Credit Card,West,803.94,2024-08
3043,2023-03-16,3785,Home & Garden,418.79,4,PayPal,South,1675.16,2023-03
3044,2024-07-10,2969,Home & Garden,159.05,4,Credit Card,North,636.2,2024-07
3045,2023-06-04,3511,Books,239.82,4,Credit Card,East,959.28,2023-06
3046,2024-03-05,4992,Sports,438.17,3,Cash,East,1314.51,2024-03
3047,2023-12-29,3443,Electronics,35.81,4,Credit Card,North,143.24,2023-12
3048,2024-03-23,3758,Clothing,445.68,3,Debit Card,West,1337.04,2024-03
3049,2023-08-22,2574,Clothing,117.4,2,PayPal,East,234.8,2023-08
3050,2024-07-16,4728,Clothing,342.48,2,Credit Card,North,684.96,2024-07
3051,2023-09-19,2580,Clothing,295.45,1,Debit Card,East,295.45,2023-09
3052,2023-05-05,3442,Electronics,280.94,1,PayPal,North,280.94,2023-05
3053,2023-09-02,3373,Electronics,431.09,2,Cash,South,862.18,2023-09
3054,2024-06-25,4964,Books,59.77,4,PayPal,South,239.08,2024-06
3055,2024-04-29,4990,Sports,180.04,4,Cash,East,720.16,2024-04
3056,2023-05-02,2114,Electronics,273.74,2,PayPal,East,547.48,2023-05
3057,2023-05-05,1749,Books,407.53,2,Credit Card,East,815.06,2023-05
3058,2024-07-02,2093,Home & Garden,116.06,1,Cash,East,116.06,2024-07
3059,2023-06-19,2189,Sports,403.44,4,Cash,South,1613.76,2023-06
3060,2023-05-04,3689,Electronics,205.82,2,Cash,South,411.64,2023-05
3061,2023-02-04,3261,Home & Garden,102.57,1,Credit Card,North,102.57,2023-02
3062,2023-03-28,2875,Books,381.9,1,Credit Card,East,381.9,2023-03
3063,2024-10-07,4672,Electronics,54.54,4,PayPal,South,218.16,2024-10
3064,2023-07-20,4406,Electronics,262.24,1,PayPal,West,262.24,2023-07
3065,2024-01-04,2787,Home & Garden,41.3,1,Credit Card,North,41.3,2024-01
3066,2023-03-18,3416,Electronics,184.64,3,Credit Card,North,553.92,2023-03
3067,2023-02-28,4932,Clothing,304.53,2,Cash,North,609.06,2023-02
3068,2024-03-06,2607,Electronics,282.5,4,PayPal,West,1130.0,2024-03
3069,2024-09-29,4748,Sports,208.28,2,PayPal,West,416.56,2024-09
3070,2024-05-14,1048,Home & Garden,220.23,3,Cash,West,660.69,2024-05
3071,2023-04-19,2075,Sports,121.12,4,Cash,South,484.48,2023-04
3072,2023-10-05,2312,Books,233.38,2,Cash,West,466.76,2023-10
3073,2023-03-09,4861,Sports,477.09,1,Debit Card,North,477.09,2023-03
3074,2023-03-10,2649,Clothing,426.72,4,Debit Card,East,1706.88,2023-03
3075,2023-06-14,4310,Clothing,81.16,3,Credit Card,North,243.48,2023-06
3076,2024-05-03,3180,Sports,24.59,1,PayPal,North,24.59,2024-05
3077,2023-11-01,4046,Books,467.43,3,Cash,South,1402.29,2023-11
3078,2023-12-31,3833,Electronics,268.11,1,Cash,North,268.11,2023-12
3079,2024-01-14,2189,Clothing,273.54,2,PayPal,South,547.08,2024-01
3080,2023-12-09,2397,Sports,392.55,2,Debit Card,South,785.1,2023-12
3081,2024-07-07,3420,Sports,164.2,2,PayPal,East,328.4,2024-07
3082,2023-12-20,2828,Sports,246.13,3,Credit Card,North,738.39,2023-12
3083,2024-02-20,4549,Electronics,484.64,4,Debit Card,East,1938.56,2024-02
3084,2023-04-19,4826,Home & Garden,339.35,2,PayPal,East,678.7,2023-04
3085,2024-07-16,1478,Books,85.34,3,PayPal,North,256.02,2024-07
3086,2024-05-11,1831,Home & Garden,75.28,1,Credit Card,North,75.28,2024-05
3087,2023-12-07,3697,Books,110.09,2,PayPal,West,220.18,2023-12
3088,2024-01-18,2614,Books,385.69,1,Debit Card,West,385.69,2024-01
3089,2024-06-16,1681,Sports,154.73,2,Cash,South,309.46,2024-06
3090,2023-10-27,4706,Clothing,20.48,1,Cash,North,20.48,2023-10
3091,2023-05-19,3735,Sports,472.65,3,Cash,South,1417.95,2023-05
3092,2023-12-25,2323,Electronics,93.16,2,Debit Card,East,186.32,2023-12
3093,2024-05-13,1081,Books,14.68,3,PayPal,East,44.04,2024-05
3094,2024-01-20,1086,Clothing,126.19,3,PayPal,West,378.57,2024-01
3095,2024-08-26,3272,Books,125.16,1,PayPal,South,125.16,2024-08
3096,2023-10-07,3063,Books,216.78,2,PayPal,North,433.56,2023-10
3097,2024-09-28,1821,Sports,460.99,4,Cash,North,1843.96,2024-09
3098,2024-04-27,4429,Clothing,440.8,4,Debit Card,West,1763.2,2024-04
3099,2023-04-21,1162,Clothing,233.88,3,Credit Card,West,701.64,2023-04
3100,2023-05-19,4681,Books,211.34,1,Debit Card,South,211.34,2023-05
3101,2024-03-10,4739,Clothing,281.95,1,PayPal,West,281.95,2024-03
3102,2024-05-23,3561,Clothing,129.29,1,PayPal,West,129.29,2024-05
3103,2023-09-30,3397,Sports,35.57,2,Debit Card,West,71.14,2023-09
3104,2023-04-09,2932,Home & Garden,470.22,2,Debit Card,East,940.44,2023-04
3105,2023-04-14,3728,Electronics,101.48,1,Cash,South,101.48,2023-04
3106,2023-08-02,4535,Home & Garden,107.22,4,PayPal,North,428.88,2023-08
3107,2023-06-14,2850,Clothing,241.51,4,Debit Card,North,966.04,2023-06
3108,2024-06-03,2860,Books,250.89,2,PayPal,South,501.78,2024-06
3109,2023-10-11,4446,Electronics,19.03,1,Debit Card,West,19.03,2023-10
3110,2024-05-31,2115,Electronics,82.5,4,PayPal,West,330.0,2024-05
3111,2024-10-18,3228,Books,195.3,4,Debit Card,North,781.2,2024-10
3112,2024-09-04,3790,Electronics,345.03,2,PayPal,East,690.06,2024-09
3113,2023-06-13,4372,Books,121.93,2,Credit Card,South,243.86,2023-06
3114,2024-10-20,3707,Electronics,217.28,4,Cash,West,869.12,2024-10
3115,2023-03-05,4863,Home & Garden,283.1,1,Credit Card,East,283.1,2023-03
3116,2023-04-01,4260,Electronics,445.41,4,Cash,East,1781.64,2023-04
3117,2023-04-27,2882,Sports,169.77,4,Cash,West,679.08,2023-04
3118,2023-09-24,4933,Books,75.44,1,Debit Card,South,75.44,2023-09
3119,2024-07-12,4385,Electronics,249.74,2,Credit Card,South,499.48,2024-07
3120,2023-05-20,3540,Books,375.89,1,Cash,North,375.89,2023-05
3121,2023-09-03,1922,Sports,63.83,1,PayPal,North,63.83,2023-09
3122,2024-01-30,4993,Electronics,218.09,1,Debit Card,South,218.09,2024-01
3123,2024-05-01,3175,Electronics,18.71,1,Debit Card,West,18.71,2024-05
3124,2024-04-20,4590,Sports,26.44,2,PayPal,South,52.88,2024-04
3125,2024-05-31,2449,Sports,246.65,4,PayPal,North,986.6,2024-05
3126,2023-07-03,2582,Sports,156.12,3,Cash,North,468.36,2023-07
3127,2023-01-20,1564,Books,424.1,2,PayPal,North,848.2,2023-01
3128,2024-07-11,4258,Sports,305.06,1,Debit Card,South,305.06,2024-07
3129,2024-06-07,3597,Books,232.43,4,PayPal,South,929.72,2024-06
3130,2024-08-04,3500,Home & Garden,209.89,4,Credit Card,West,839.56,2024-08
3131,2024-06-12,1470,Electronics,253.65,1,Debit Card,North,253.65,2024-06
3132,2023-05-27,1987,Electronics,29.82,2,PayPal,East,59.64,2023-05
3133,2023-10-31,3785,Clothing,447.47,1,Debit Card,East,447.47,2023-10
3134,2024-09-11,4636,Home & Garden,499.17,4,Cash,West,1996.68,2024-09
3135,2024-08-04,2934,Sports,98.93,4,Credit Card,West,395.72,2024-08
3136,2023-08-16,1223,Sports,68.99,2,Cash,North,137.98,2023-08
3137,2023-04-12,3201,Home & Garden,80.35,3,Credit Card,South,241.05,2023-04
3138,2024-08-09,3607,Sports,333.9,1,PayPal,South,333.9,2024-08
3139,2024-02-21,1350,Clothing,334.11,3,Debit Card,East,1002.33,2024-02
3140,2023-08-04,4218,Books,425.48,4,PayPal,North,1701.92,2023-08
3141,2024-02-11,2928,Electronics,378.39,3,Cash,East,1135.17,2024-02
3142,2024-02-03,4647,Home & Garden,230.35,1,Debit Card,East,230.35,2024-02
3143,2024-05-13,1348,Electronics,310.3,1,PayPal,North,310.3,2024-05
3144,2024-04-09,1181,Books,347.26,4,PayPal,West,1389.04,2024-04
3145,2023-03-23,1636,Home & Garden,261.24,2,Debit Card,East,522.48,2023-03
3146,2024-08-26,2017,Books,243.07,2,Debit Card,West,486.14,2024-08
3147,2023-12-31,3226,Sports,326.1,4,Cash,South,1304.4,2023-12
3148,2023-06-12,4110,Sports,283.16,1,Credit Card,East,283.16,2023-06
3149,2023-02-17,1771,Sports,325.53,2,Credit Card,North,651.06,2023-02
3150,2024-05-25,3941,Books,310.3,3,Debit Card,West,930.9,2024-05
3151,2023-11-25,4074,Books,362.41,4,Credit Card,South,1449.64,2023-11
3152,2023-04-26,2015,Books,324.97,3,Cash,South,974.91,2023-04
3153,2023-12-03,3111,Electronics,264.67,1,Credit Card,East,264.67,2023-12
3154,2023-05-27,1028,Books,344.08,2,Debit Card,South,688.16,2023-05
3155,2024-07-28,3419,Sports,230.25,1,Cash,North,230.25,2024-07
3156,2023-11-19,4594,Clothing,128.42,3,Debit Card,East,385.26,2023-11
3157,2024-03-18,3144,Books,10.69,1,Cash,South,10.69,2024-03
3158,2023-01-13,2893,Clothing,284.38,1,Cash,North,284.38,2023-01
3159,2024-05-08,2465,Sports,299.42,4,Debit Card,West,1197.68,2024-05
3160,2023-10-14,2226,Books,486.3,4,PayPal,West,1945.2,2023-10
3161,2023-04-24,4482,Electronics,187.12,1,Debit Card,East,187.12,2023-04
3162,2024-04-24,4040,Electronics,203.13,4,Cash,North,812.52,2024-04
3163,2023-01-22,3068,Clothing,108.88,1,Debit Card,South,108.88,2023-01
3164,2023-12-15,4622,Electronics,44.56,3,Debit Card,East,133.68,2023-12
3165,2024-07-19,3782,Electronics,388.67,4,Cash,East,1554.68,2024-07
3166,2023-11-16,2125,Electronics,132.34,1,Credit Card,South,132.34,2023-11
3167,2023-05-06,4117,Sports,308.36,4,Cash,North,1233.44,2023-05
3168,2023-10-04,1065,Electronics,347.01,1,Debit Card,South,347.01,2023-10
3169,2023-07-23,3650,Home & Garden,240.91,4,Cash,West,963.64,2023-07
3170,2023-07-13,4235,Books,439.41,2,Cash,East,878.82,2023-07
3171,2024-06-30,2134,Electronics,227.46,1,Credit Card,West,227.46,2024-06
3172,2023-10-13,1337,Electronics,149.61,2,PayPal,East,299.22,2023-10
3173,2023-02-26,3170,Electronics,449.05,1,Debit Card,South,449.05,2023-02
3174,2023-10-30,2728,Home & Garden,432.17,2,Debit Card,North,864.34,2023-10
3175,2023-06-12,1446,Electronics,90.38,1,Credit Card,South,90.38,2023-06
3176,2023-01-19,3658,Electronics,22.72,4,Cash,West,90.88,2023-01
3177,2024-01-05,4362,Books,54.09,2,PayPal,North,108.18,2024-01
3178,2023-09-21,3718,Home & Garden,150.41,4,Debit Card,North,601.64,2023-09
3179,2023-04-23,4483,Home & Garden,486.41,1,PayPal,East,486.41,2023-04
3180,2024-05-02,3662,Electronics,283.67,4,PayPal,North,1134.68,2024-05
3181,2023-11-23,3944,Home & Garden,192.9,1,Cash,East,192.9,2023-11
3182,2024-06-25,1280,Clothing,445.47,4,Cash,North,1781.88,2024-06
3183,2024-10-08,4114,Home & Garden,232.04,2,Cash,North,464.08,2024-10
3184,2024-08-01,4557,Home & Garden,164.47,1,Debit Card,East,164.47,2024-08
3185,2023-03-06,1595,Home & Garden,471.2,4,PayPal,North,1884.8,2023-03
3186,2023-10-19,2986,Sports,426.26,1,PayPal,South,426.26,2023-10
3187,2023-01-25,3750,Sports,423.4,1,Debit Card,North,423.4,2023-01
3188,2024-07-02,2074,Sports,261.02,1,Credit Card,West,261.02,2024-07
3189,2023-01-01,4969,Home & Garden,396.82,3,Cash,East,1190.46,2023-01
3190,2024-07-02,1209,Clothing,97.88,1,Debit Card,East,97.88,2024-07
3191,2023-05-21,1125,Home & Garden,290.88,4,Cash,South,1163.52,2023-05
3192,2024-10-09,1491,Electronics,492.08,3,PayPal,West,1476.24,2024-10
3193,2023-07-07,4580,Clothing,152.57,4,Debit Card,North,610.28,2023-07
3194,2023-05-08,4007,Sports,399.23,3,Credit Card,South,1197.69,2023-05
3195,2023-07-20,1969,Books,250.33,1,Cash,North,250.33,2023-07
3196,2023-05-07,1580,Clothing,29.5,2,PayPal,South,59.0,2023-05
3197,2023-09-14,3824,Sports,383.88,2,PayPal,East,767.76,2023-09
3198,2024-06-30,3305,Clothing,92.6,1,Credit Card,West,92.6,2024-06
3199,2023-07-13,2211,Clothing,319.42,3,Credit Card,East,958.26,2023-07
3200,2023-04-14,1229,Home & Garden,51.98,4,Cash,South,207.92,2023-04
3201,2024-06-18,1188,Electronics,473.97,2,PayPal,North,947.94,2024-06
3202,2023-09-22,4486,Books,152.94,1,Credit Card,West,152.94,2023-09
3203,2024-01-19,3057,Sports,120.97,1,Debit Card,North,120.97,2024-01
3204,2023-09-17,4185,Clothing,73.28,3,Credit Card,East,219.84,2023-09
3205,2024-02-18,4147,Books,473.54,2,Debit Card,North,947.08,2024-02
3206,2023-12-24,3723,Clothing,358.83,1,PayPal,South,358.83,2023-12
3207,2023-03-16,1501,Electronics,373.41,2,Cash,West,746.82,2023-03
3208,2023-12-21,3132,Books,254.71,4,PayPal,West,1018.84,2023-12
3209,2024-08-06,1048,Sports,242.62,1,PayPal,West,242.62,2024-08
3210,2023-07-07,4566,Clothing,63.91,1,PayPal,South,63.91,2023-07
3211,2023-10-17,3885,Electronics,284.32,4,PayPal,North,1137.28,2023-10
3212,2023-02-14,4055,Books,130.99,1,Cash,West,130.99,2023-02
3213,2024-07-26,1688,Clothing,488.8,3,Credit Card,East,1466.4,2024-07
3214,2023-03-24,1386,Clothing,400.32,4,Cash,East,1601.28,2023-03
3215,2023-05-03,1969,Sports,212.37,3,Cash,East,637.11,2023-05
3216,2023-12-24,4460,Electronics,84.16,4,Cash,East,336.64,2023-12
3217,2024-06-11,2005,Home & Garden,394.81,4,Cash,East,1579.24,2024-06
3218,2023-03-07,3265,Clothing,69.81,3,Credit Card,South,209.43,2023-03
3219,2024-10-18,2724,Books,102.77,4,PayPal,North,411.08,2024-10
3220,2024-01-10,3004,Sports,113.65,2,Credit Card,South,227.3,2024-01
3221,2023-06-11,4052,Sports,282.88,3,Credit Card,East,848.64,2023-06
3222,2024-01-15,4417,Clothing,395.66,4,PayPal,East,1582.64,2024-01
3223,2024-10-17,4301,Clothing,164.01,3,Credit Card,West,492.03,2024-10
3224,2023-12-24,3302,Clothing,51.49,4,Cash,West,205.96,2023-12
3225,2023-07-07,3283,Home & Garden,237.62,4,Cash,North,950.48,2023-07
3226,2023-11-18,4097,Clothing,376.57,2,PayPal,North,753.14,2023-11
3227,2024-03-25,2607,Electronics,118.62,2,PayPal,North,237.24,2024-03
3228,2024-04-18,4332,Books,117.76,2,PayPal,South,235.52,2024-04
3229,2023-01-13,2789,Clothing,474.14,4,Cash,West,1896.56,2023-01
3230,2023-07-03,1270,Home & Garden,477.54,2,PayPal,North,955.08,2023-07
3231,2023-04-21,1122,Books,495.33,3,Credit Card,West,1485.99,2023-04
3232,2024-05-22,3703,Sports,405.75,4,Credit Card,West,1623.0,2024-05
3233,2023-10-17,2280,Clothing,102.21,3,Debit Card,West,306.63,2023-10
3234,2023-10-22,4727,Books,113.87,2,Debit Card,West,227.74,2023-10
3235,2024-03-26,2444,Sports,176.71,4,PayPal,West,706.84,2024-03
3236,2023-08-03,1258,Home & Garden,165.88,3,Debit Card,West,497.64,2023-08
3237,2024-09-23,1947,Electronics,478.7,1,Cash,South,478.7,2024-09
3238,2024-07-20,3094,Clothing,396.65,3,Cash,East,1189.95,2024-07
3239,2023-01-27,1862,Electronics,364.76,4,Credit Card,West,1459.04,2023-01
3240,2024-09-21,1524,Home & Garden,101.12,1,Credit Card,South,101.12,2024-09
3241,2023-08-19,1887,Books,455.67,2,Debit Card,North,911.34,2023-08
3242,2024-07-18,1207,Books,415.66,2,Debit Card,South,831.32,2024-07
3243,2023-11-17,4382,Home & Garden,90.18,3,Cash,South,270.54,2023-11
3244,2023-08-21,3794,Home & Garden,436.87,2,Credit Card,South,873.74,2023-08
3245,2024-03-12,1148,Clothing,143.4,3,Debit Card,West,430.2,2024-03
3246,2024-06-16,4905,Sports,49.63,3,Cash,North,148.89,2024-06
3247,2024-02-07,1437,Electronics,331.84,3,Credit Card,South,995.52,2024-02
3248,2023-02-22,3202,Electronics,330.36,3,Cash,North,991.08,2023-02
3249,2023-11-09,4749,Books,56.52,4,Cash,South,226.08,2023-11
3250,2023-10-08,4161,Books,166.24,4,Credit Card,West,664.96,2023-10
3251,2023-01-31,2721,Clothing,496.48,1,Cash,South,496.48,2023-01
